,location,total_sqft,bath,price,BHK
4357,Kasavanhalli,1747,3.0,11000000,3
4358,Kasavanhalli,1377,2.0,8000000,2
4359,Kasavanhalli,1181,2.0,6100000,2
4360,Kasavanhalli,1121,2.0,7500000,2
4361,Kasturi Nagar,1925,3.0,12500000,3
4362,Kasturi Nagar,1567,2.0,9200000,2
4365,Kasturi Nagar,1080,2.0,8000000,2
4366,Kasturi Nagar,1101,2.0,6500000,2
4368,Kasturi Nagar,1896,3.0,12500000,4
4369,Kasturi Nagar,1100,2.0,5800000,2
4370,Kasturi Nagar,1570,3.0,11000000,3
4371,Kasturi Nagar,1000,2.0,5800000,2
4372,Kasturi Nagar,1101,2.0,6600000,2
4373,Kasturi Nagar,2507,4.0,15500000,4
4374,Kathriguppe,1400,2.0,7700000,3
4375,Kathriguppe,1250,2.0,6875000,3
4376,Kathriguppe,1245,2.0,6848000,3
4377,Kathriguppe,1350,2.0,8701000,3
4378,Kathriguppe,1350,2.0,8098999,3
4379,Kathriguppe,1365,2.0,7508000,3
4380,Kathriguppe,1300,3.0,7798999,3
4381,Kathriguppe,1350,2.0,8098999,3
4382,Kathriguppe,1390,2.0,7645000,3
4383,Kathriguppe,1350,3.0,7830000,3
4384,Kathriguppe,1250,2.0,6875000,3
4385,Kathriguppe,1300,3.0,7798999,3
4386,Kathriguppe,1335,2.0,7343000,3
4387,Kathriguppe,1300,3.0,7798999,3
4388,Kathriguppe,1300,3.0,7798999,3
4389,Kathriguppe,1335,2.0,7343000,3
4390,Kathriguppe,1350,3.0,8098999,3
4391,Kathriguppe,1350,3.0,8098999,3
4392,Kaval Byrasandra,1200,2.0,5200000,2
4393,Kaval Byrasandra,1020,2.0,5200000,2
4394,Kaval Byrasandra,1200,2.0,4950000,2
4395,Kaval Byrasandra,945,2.0,5000000,2
4396,Kaval Byrasandra,1060,2.0,4500000,2
4397,Kaval Byrasandra,1100,2.0,4600000,2
4398,Kaval Byrasandra,1185,2.0,4900000,2
4399,Kaval Byrasandra,997,2.0,5300000,2
4400,Kaval Byrasandra,1060,2.0,4200000,2
4401,Kaval Byrasandra,480,1.0,2500000,1
4402,Kaval Byrasandra,1125,2.0,4150000,2
4403,Kaval Byrasandra,1180,2.0,6000000,2
4404,Kaval Byrasandra,1450,3.0,7500000,3
4405,Kaval Byrasandra,1066,2.0,5500000,2
4406,Kaval Byrasandra,1025,2.0,6000000,2
4407,Kaval Byrasandra,1400,3.0,7500000,3
4408,Kenchenahalli,1015,2.0,5800000,2
4409,Kenchenahalli,715,1.0,4500000,1
4410,Kenchenahalli,1150,2.0,5800000,2
4411,Kenchenahalli,1280,2.0,6900000,3
4413,Kenchenahalli,870,1.0,4500000,2
4414,Kenchenahalli,1150,2.0,6000000,2
4415,Kenchenahalli,700,1.0,3500000,1
4416,Kenchenahalli,1060,2.0,5200000,2
4417,Kenchenahalli,1150,2.0,5700000,2
4418,Kenchenahalli,1720,3.0,10000000,3
4419,Kenchenahalli,1015,2.0,6000000,2
4421,Kengeri,750,2.0,3800000,2
4423,Kengeri,1197,2.0,5000000,2
4424,Kengeri,1200,2.0,5800000,2
4426,Kengeri,726,2.0,3100000,2
4428,Kengeri,1025,2.0,5700000,2
4430,Kengeri,1082,2.0,4900000,3
4433,Kengeri,750,2.0,3600000,2
4434,Kengeri,963,2.0,4000000,2
4436,Kengeri,726,2.0,3500000,2
4437,Kengeri,416,1.0,1950000,1
4438,Kengeri,900,2.0,4500000,2
4441,Kengeri,502,1.0,2500000,1
4443,Kengeri,1200,3.0,6700000,3
4444,Kengeri,725,2.0,3000000,2
4445,Kengeri,500,1.0,1700000,1
4446,Kengeri,540,1.0,2250000,1
4447,Kengeri,750,2.0,3550000,2
4448,Kengeri,1741,3.0,8000000,3
4450,Kengeri,1200,2.0,5800000,2
4453,Kengeri,750,2.0,3650000,2
4455,Kengeri,416,1.0,1800000,1
4457,Kengeri,883,2.0,4900000,2
4458,Kengeri,1052,2.0,5100000,2
4459,Kengeri,1220,2.0,6300000,2
4460,Kengeri,1192,2.0,5350000,2
4462,Kengeri,750,2.0,4000000,2
4463,Kengeri,1035,2.0,5150000,2
4464,Kengeri,3000,5.0,13000000,8
4465,Kengeri,410,1.0,1500000,1
4466,Kengeri,416,1.0,1719000,1
4469,Kengeri,2500,4.0,10000000,5
4470,Kengeri,550,1.0,1675000,1
4471,Kengeri Satellite Town,890,2.0,3500000,2
4472,Kengeri Satellite Town,883,2.0,4500000,2
4473,Kengeri Satellite Town,1415,2.0,6600000,3
4474,Kengeri Satellite Town,1635,2.0,7800000,3
4475,Kengeri Satellite Town,1050,2.0,4300000,2
4476,Kengeri Satellite Town,1007,2.0,4200000,2
4477,Kengeri Satellite Town,635,1.0,2200000,2
4478,Kengeri Satellite Town,818,2.0,2600000,2
4479,Kengeri Satellite Town,1030,2.0,5000000,2
4480,Kengeri Satellite Town,1200,2.0,6500000,2
4481,Kengeri Satellite Town,795,2.0,3200000,2
4482,Kengeri Satellite Town,1255,2.0,4428500,2
4483,Kengeri Satellite Town,800,2.0,4000000,2
4484,Kengeri Satellite Town,654,1.0,2200000,1
4485,Kengeri Satellite Town,1060,2.0,4200000,2
4486,Kengeri Satellite Town,750,2.0,3300000,2
4487,Kengeri Satellite Town,920,2.0,3900000,2
4488,Kengeri Satellite Town,985,2.0,4200000,2
4489,Kengeri Satellite Town,410,1.0,1500000,1
4490,Kengeri Satellite Town,1120,2.0,4900000,2
4492,Kengeri Satellite Town,1110,2.0,4300000,2
4493,Kengeri Satellite Town,1170,2.0,5000000,2
4494,Kengeri Satellite Town,777,2.0,2500000,2
4495,Kengeri Satellite Town,800,2.0,3200000,2
4496,Kereguddadahalli,950,2.0,3200000,2
4497,Kereguddadahalli,1400,2.0,4800000,3
4498,Kereguddadahalli,800,2.0,2800000,2
4499,Kereguddadahalli,904,2.0,3000000,2
4501,Kereguddadahalli,1000,2.0,3000000,2
4502,Kereguddadahalli,1240,3.0,4100000,3
4503,Kereguddadahalli,600,1.0,1950000,1
4504,Kereguddadahalli,1080,2.0,3200000,2
4505,Kereguddadahalli,1000,2.0,3400000,2
4508,Kereguddadahalli,1015,2.0,3500000,2
4509,Kodichikkanahalli,1190,2.0,5700000,3
4510,Kodichikkanahalli,995,2.0,4100000,2
4511,Kodichikkanahalli,2700,7.0,12500000,5
4512,Kodichikkanahalli,1495,2.0,7500000,3
4513,Kodichikkanahalli,1125,2.0,5200000,2
4514,Kodichikkanahalli,1150,2.0,4800000,2
4515,Kodichikkanahalli,1070,2.0,4300000,2
4516,Kodichikkanahalli,1620,2.0,8500000,3
4518,Kodichikkanahalli,1026,2.0,4500000,2
4519,Kodichikkanahalli,2500,7.0,12500000,5
4520,Kodichikkanahalli,450,1.0,1800000,1
4521,Kodichikkanahalli,907,2.0,3850000,2
4522,Kodichikkanahalli,1181,2.0,5700000,2
4523,Kodichikkanahalli,900,2.0,4200000,2
4525,Kodichikkanahalli,1400,3.0,6600000,3
4526,Kodichikkanahalli,976,2.0,5000000,2
4527,Kodichikkanahalli,2700,4.0,12500000,5
4528,Kodichikkanahalli,1299,2.0,5800000,2
4529,Kodigehaali,1166,2.0,5500000,2
4530,Kodigehaali,1320,3.0,6500000,3
4531,Kodigehaali,1117,2.0,5600000,2
4532,Kodigehaali,1200,2.0,5500000,2
4533,Kodigehaali,1200,2.0,6000000,2
4534,Kodigehaali,2120,3.0,17700000,3
4535,Kodigehaali,1013,2.0,5100000,2
4536,Kodigehaali,1324,3.0,6500000,3
4537,Kodigehaali,965,2.0,3800000,2
4538,Kodigehaali,866,2.0,3200000,2
4539,Kodigehaali,1442,3.0,8000000,3
4540,Kodigehalli,1270,2.0,9800000,2
4541,Kodigehalli,1200,2.0,4800000,2
4542,Kodigehalli,655,1.0,5300000,1
4543,Kodigehalli,1820,3.0,15000000,3
4544,Kodigehalli,635,1.0,2800000,2
4545,Kodigehalli,1200,4.0,15600000,3
4546,Kodihalli,3252,5.0,33500000,4
4547,Kodihalli,2700,4.0,27000000,3
4548,Kodihalli,2392,4.0,26000000,3
4549,Kodihalli,2408,4.0,26000000,3
4550,Kodihalli,2500,4.0,26000000,3
4551,Kodihalli,1620,3.0,13000000,3
4552,Kodihalli,3260,5.0,38800000,4
4553,Kodihalli,3197,5.0,33500000,4
4554,Kodihalli,1490,2.0,15000000,2
4555,Kogilu,1909,3.0,8800000,3
4557,Kogilu,1170,2.0,5199000,2
4558,Kogilu,650,2.0,2800000,2
4559,Kogilu,1140,2.0,5066000,2
4560,Kogilu,1200,2.0,5333000,2
4561,Kogilu,1934,3.0,15000000,3
4562,Kogilu,540,1.0,3600000,1
4563,Kogilu,1559,3.0,12700000,3
4564,Kogilu,1190,2.0,5066000,2
4565,Kogilu,1140,2.0,5066000,2
4566,Kogilu,1559,3.0,12000000,3
4567,Kogilu,700,1.0,3084000,1
4568,Kogilu,1250,2.0,5555000,2
4569,Kogilu,1200,2.0,5333000,2
4570,Kogilu,952,2.0,4900000,2
4571,Kogilu,700,1.0,3084000,1
4572,Kogilu,1250,2.0,5555000,2
4573,Kogilu,2456,7.0,8500000,7
4574,Kogilu,1140,2.0,5066000,2
4575,Kogilu,1140,2.0,5066000,2
4576,Konanakunte,2791,3.0,22300000,3
4577,Konanakunte,884,1.0,5800000,2
4578,Konanakunte,1200,4.0,12500000,4
4579,Konanakunte,1200,2.0,13000000,4
4580,Konanakunte,2400,2.0,18000000,3
4581,Konanakunte,3746,6.0,37500000,4
4582,Konanakunte,1423,2.0,8500000,3
4583,Koramangala,1320,2.0,16500000,2
4584,Koramangala,1253,2.0,10200000,2
4585,Koramangala,1580,3.0,16000000,3
4587,Koramangala,3500,5.0,42500000,4
4588,Koramangala,1005,1.0,11000000,2
4589,Koramangala,2292,4.0,27500000,3
4591,Koramangala,1290,2.0,10000000,2
4592,Koramangala,1300,2.0,11000000,2
4594,Koramangala,1325,2.0,11900000,2
4595,Koramangala,1140,2.0,7520000,2
4596,Koramangala,1260,2.0,10000000,2
4597,Koramangala,1975,3.0,21000000,3
4598,Koramangala,1900,2.0,20000000,2
4600,Koramangala,2292,3.0,28600000,3
4601,Koramangala,2300,3.0,29000000,3
4604,Koramangala,2503,6.0,32500000,4
4606,Koramangala,1320,2.0,15000000,2
4607,Koramangala,1320,2.0,11000000,2
4608,Koramangala,2461,6.0,35300000,4
4610,Koramangala,2246,3.0,30000000,3
4613,Koramangala,1083,2.0,10000000,2
4614,Koramangala,1744,3.0,20000000,3
4615,Koramangala,1180,2.0,12800000,2
4616,Koramangala,1320,2.0,16000000,2
4617,Koramangala,1370,2.0,12500000,2
4618,Koramangala,1100,2.0,8500000,2
4619,Koramangala,1249,2.0,16500000,2
4620,Koramangala,1200,2.0,10000000,2
4622,Koramangala,2223,3.0,30000000,3
4623,Koramangala,1744,4.0,21000000,3
4624,Koramangala,1866,4.0,24500000,3
4625,Koramangala,1320,2.0,16000000,2
4626,Koramangala,1350,2.0,10300000,2
4628,Koramangala,1320,2.0,16000000,2
4629,Koramangala,1710,3.0,21000000,3
4630,Koramangala,1355,2.0,9500000,2
4631,Koramangala,1600,3.0,17000000,3
4632,Koramangala,1260,2.0,10000000,2
4635,Kothannur,1206,2.0,4823000,2
4637,Kothannur,1100,2.0,4000000,2
4638,Kothannur,1197,2.0,4788000,2
4639,Kothannur,1197,2.0,4780000,2
4640,Kothannur,1070,2.0,4279000,2
4643,Kothannur,1070,2.0,3860000,2
4644,Kothannur,1485,2.0,5940000,3
4645,Kothannur,1215,2.0,4860000,3
4646,Kothannur,1404,2.0,5615000,3
4647,Kothanur,1200,2.0,5100000,2
4648,Kothanur,2400,2.0,15000000,3
4649,Kothanur,1828,3.0,11000000,3
4650,Kothanur,1186,2.0,5800000,2
4652,Kothanur,1847,3.0,10500000,3
4654,Kothanur,1435,3.0,7000000,3
4655,Kothanur,1187,2.0,5800000,2
4656,Kothanur,1847,3.0,11000000,3
4657,Kothanur,1460,3.0,7100000,3
4658,Kothanur,1185,2.0,5900000,2
4659,Kothanur,1436,3.0,7000000,3
4660,Kothanur,1462,3.0,7100000,3
4661,Kothanur,1790,3.0,10500000,3
4663,Kothanur,1070,2.0,4550000,2
4665,Kothanur,1145,2.0,5600000,2
4666,Kothanur,3401,5.0,23000000,4
4667,Kothanur,1455,2.0,6900000,2
4668,Kothanur,627,1.0,3000000,1
4669,Kothanur,1302,2.0,6850000,2
4670,Kothanur,1760,3.0,11100000,3
4671,Kothanur,1185,2.0,5800000,2
4672,Kothanur,1075,2.0,5300000,2
4673,Kothanur,1790,3.0,9700000,3
4674,Kothanur,2700,4.0,17500000,4
4675,Kothanur,1786,2.0,10600000,3
4676,Kothanur,1787,3.0,10700000,3
4677,Kothanur,1141,2.0,5400000,2
4678,Kothanur,1760,3.0,11000000,3
4680,Kothanur,1160,2.0,5700000,2
4681,Kothanur,1095,2.0,5500000,2
4682,Kothanur,1142,2.0,5600000,2
4683,Kothanur,1074,2.0,5400000,2
4684,Kothanur,1285,2.0,6000000,2
4685,Kothanur,1075,2.0,5300000,2
4686,Kothanur,1140,2.0,5600000,2
4687,Kothanur,1400,2.0,7000000,2
4690,Kothanur,1140,2.0,5600000,2
4691,Kothanur,1787,3.0,12000000,3
4692,Kothanur,1185,2.0,5900000,2
4694,Kothanur,1790,3.0,10500000,3
4695,Kothanur,1130,2.0,5500000,2
4696,Kothanur,1094,2.0,5400000,2
4697,Kothanur,1170,3.0,8000000,3
4698,Kothanur,1400,2.0,6500000,2
4699,Kothanur,1195,2.0,5900000,2
4700,Kothanur,1790,3.0,12000000,3
4701,Kothanur,1454,3.0,7150000,3
4702,Kudlu,1152,2.0,5350000,2
4703,Kudlu,1027,2.0,4300000,2
4704,Kudlu,1092,2.0,4400000,2
4705,Kudlu,1027,2.0,4300000,2
4706,Kudlu,1092,2.0,4400000,2
4707,Kudlu,1143,2.0,5500000,2
4709,Kudlu,1024,2.0,4400000,2
4711,Kudlu,1600,3.0,7900000,3
4712,Kudlu,1027,2.0,4200000,2
4713,Kudlu,1076,2.0,5000000,2
4714,Kudlu,1027,2.0,4400000,2
4715,Kudlu,1084,2.0,5300000,2
4716,Kudlu,1300,2.0,5600000,2
4717,Kudlu,1027,2.0,4400000,2
4718,Kudlu,1245,2.0,6000000,3
4719,Kudlu,1027,2.0,4400000,2
4720,Kudlu,1110,2.0,4600000,2
4721,Kudlu,2100,3.0,11400000,4
4722,Kudlu,1027,2.0,4400000,2
4723,Kudlu,1027,2.0,4400000,2
4724,Kudlu,1162,2.0,5200000,2
4725,Kudlu,1041,2.0,5300000,2
4726,Kudlu Gate,1535,3.0,8300000,3
4727,Kudlu Gate,1535,3.0,8500000,3
4729,Kudlu Gate,1535,3.0,8600000,3
4730,Kudlu Gate,1564,2.0,9200000,3
4732,Kudlu Gate,1238,2.0,5500000,2
4733,Kudlu Gate,1564,2.0,9974500,3
4734,Kudlu Gate,1335,3.0,8900000,3
4735,Kudlu Gate,703,1.0,5200000,1
4736,Kudlu Gate,1535,3.0,8600000,3
4737,Kudlu Gate,1532,3.0,8300000,3
4738,Kudlu Gate,1113,2.0,5000000,2
4740,Kudlu Gate,1185,2.0,5000000,2
4744,Kudlu Gate,1215,2.0,4500000,2
4745,Kudlu Gate,812,2.0,3825000,2
4746,Kudlu Gate,1547,2.0,10300000,2
4747,Kudlu Gate,1336,2.0,8600000,2
4748,Kudlu Gate,1919,3.0,12100000,3
4749,Kudlu Gate,1464,3.0,5600000,2
4750,Kudlu Gate,1535,3.0,8500000,3
4751,Kudlu Gate,1850,3.0,12000000,3
4752,Kudlu Gate,940,2.0,6956999,2
4753,Kudlu Gate,1215,2.0,4496000,2
4754,Kudlu Gate,1164,2.0,7500000,2
4755,Kudlu Gate,1183,2.0,7954000,2
4756,Kudlu Gate,1850,3.0,11000000,3
4758,Kudlu Gate,1183,2.0,7954000,2
4759,Kudlu Gate,1200,2.0,4440000,2
4761,Kudlu Gate,1310,2.0,5300000,2
4762,Kumaraswami Layout,2000,4.0,13900000,4
4763,Kumaraswami Layout,1000,2.0,4850000,2
4764,Kumaraswami Layout,1000,2.0,5800000,2
4765,Kumaraswami Layout,2400,7.0,12500000,7
4766,Kumaraswami Layout,2400,2.0,12500000,3
4767,Kumaraswami Layout,1310,2.0,7000000,3
4768,Kumaraswami Layout,850,1.0,7800000,1
4769,Kumaraswami Layout,3200,7.0,15000000,7
4770,Kumaraswami Layout,1310,2.0,8500000,3
4771,Kumaraswami Layout,2450,3.0,11000000,4
4772,Kumaraswami Layout,3100,7.0,14500000,7
4773,Kumaraswami Layout,1200,3.0,7500000,3
4774,Kumaraswami Layout,1081,2.0,6000000,2
4775,Kundalahalli,1724,3.0,12500000,3
4776,Kundalahalli,1030,2.0,4900000,2
4777,Kundalahalli,735,2.0,5799000,2
4778,Kundalahalli,1047,2.0,8200000,2
4779,Kundalahalli,1397,3.0,10500000,3
4780,Kundalahalli,1724,3.0,12700000,3
4781,Kundalahalli,1010,2.0,4927000,2
4782,Kundalahalli,1397,3.0,11000000,3
4783,Kundalahalli,1397,3.0,10400000,3
4784,Kundalahalli,1397,3.0,10800000,3
4785,Kundalahalli,1920,3.0,15000000,3
4786,Kundalahalli,1397,3.0,10500000,3
4788,Kundalahalli,1724,3.0,12400000,3
4789,Kundalahalli,1047,2.0,8400000,2
4790,Kundalahalli,1047,2.0,8300000,2
4792,Kundalahalli,1120,2.0,5376000,2
4793,Kundalahalli,1047,2.0,8262000,2
4794,Kundalahalli,1047,2.0,9100000,2
4795,Kundalahalli,1724,3.0,14600000,3
4796,Kundalahalli,1600,3.0,17000000,3
4798,Kundalahalli,1724,3.0,12500000,3
4799,Kundalahalli,1010,2.0,4827000,2
4800,Kundalahalli,1047,2.0,8900000,2
4801,Kundalahalli,2500,5.0,24500000,4
4802,Kundalahalli,1397,3.0,10500000,3
4804,Kundalahalli,1047,2.0,7200000,2
4805,Kundalahalli,1260,2.0,5800000,2
4806,Kundalahalli,3092,4.0,23000000,4
4807,Kundalahalli,1065,2.0,7000000,2
4808,Kundalahalli,1724,3.0,14600000,3
4809,Kundalahalli,1047,2.0,9100000,2
4810,Kundalahalli,1724,3.0,12800000,3
4811,Kundalahalli,1315,2.0,7400000,2
4812,Kundalahalli,2100,3.0,15000000,3
4813,Kundalahalli,1724,3.0,12500000,3
4814,Kundalahalli,1724,3.0,14000000,3
4815,Kundalahalli,1175,2.0,6500000,2
4817,LB Shastri Nagar,1043,2.0,5500000,2
4818,LB Shastri Nagar,1184,2.0,6900000,2
4819,LB Shastri Nagar,665,1.0,3200000,1
4820,LB Shastri Nagar,1250,2.0,4850000,2
4821,LB Shastri Nagar,1400,2.0,8000000,3
4822,LB Shastri Nagar,1184,2.0,6200000,2
4823,LB Shastri Nagar,1200,2.0,4700000,2
4824,LB Shastri Nagar,1200,2.0,7500000,2
4825,LB Shastri Nagar,1000,2.0,4950000,2
4826,Laggere,2800,5.0,12500000,5
4827,Laggere,1200,3.0,13000000,3
4828,Laggere,1200,1.0,12500000,1
4829,Laggere,1200,2.0,7500000,2
4830,Laggere,620,2.0,4800000,1
4831,Lakshminarayana Pura,1185,2.0,7500000,2
4832,Lakshminarayana Pura,1600,2.0,10800000,3
4833,Lakshminarayana Pura,1180,2.0,7500000,2
4834,Lakshminarayana Pura,1172,2.0,8200000,2
4835,Lakshminarayana Pura,1179,2.0,7500000,2
4836,Lakshminarayana Pura,1149,2.0,7500000,2
4837,Lakshminarayana Pura,1336,2.0,10000000,2
4838,Lakshminarayana Pura,1175,2.0,7500000,2
4839,Lakshminarayana Pura,1190,2.0,7500000,2
4840,Lakshminarayana Pura,1200,2.0,7500000,2
4841,Lakshminarayana Pura,1200,2.0,7500000,2
4842,Lakshminarayana Pura,1165,2.0,7500000,2
4843,Lakshminarayana Pura,1145,2.0,7500000,2
4844,Lakshminarayana Pura,1210,2.0,7500000,2
4845,Lakshminarayana Pura,1169,2.0,7500000,2
4846,Lakshminarayana Pura,1200,2.0,7500000,2
4847,Lakshminarayana Pura,1172,2.0,7500000,2
4848,Lakshminarayana Pura,1172,2.0,7500000,2
4849,Lakshminarayana Pura,1180,2.0,7500000,2
4850,Lakshminarayana Pura,1200,2.0,8300000,2
4851,Lakshminarayana Pura,1200,2.0,8000000,2
4852,Lakshminarayana Pura,1195,2.0,7500000,2
4853,Lakshminarayana Pura,1200,2.0,8000000,2
4854,Lingadheeranahalli,1521,3.0,9500000,3
4855,Lingadheeranahalli,1511,3.0,9500000,3
4856,Lingadheeranahalli,1683,3.0,10900000,3
4857,Lingadheeranahalli,1519,3.0,9300000,3
4858,Lingadheeranahalli,1521,3.0,9499000,3
4859,Lingadheeranahalli,1682,3.0,12000000,3
4860,Lingadheeranahalli,1521,3.0,9471000,3
4861,Lingadheeranahalli,1893,3.0,13000000,3
4862,Lingadheeranahalli,1705,3.0,11000000,3
4863,Lingadheeranahalli,2245,4.0,15400000,4
4864,Lingadheeranahalli,1682,3.0,11300000,3
4865,Lingadheeranahalli,1682,3.0,11400000,3
4866,Lingadheeranahalli,1506,3.0,9500000,3
4867,Lingadheeranahalli,1683,3.0,11000000,3
4868,Lingadheeranahalli,1684,3.0,12000000,3
4869,Lingadheeranahalli,2236,4.0,15300000,4
4870,Lingadheeranahalli,1894,4.0,11400000,3
4871,Lingadheeranahalli,2240,4.0,16000000,4
4872,Magadi Road,3600,6.0,14100000,6
4873,Magadi Road,1116,2.0,5000000,2
4874,Magadi Road,884,2.0,4110000,2
4875,Magadi Road,1005,2.0,5578000,2
4876,Magadi Road,884,2.0,4650000,2
4877,Magadi Road,1500,2.0,9300000,4
4879,Magadi Road,1345,2.0,5500000,2
4881,Magadi Road,1116,2.0,5189000,2
4882,Magadi Road,1052,2.0,6000000,3
4883,Magadi Road,940,2.0,5000000,2
4884,Magadi Road,1318,2.0,6800000,3
4885,Magadi Road,1052,2.0,5519500,3
4886,Magadi Road,884,2.0,4800000,2
4888,Mahadevpura,1150,2.0,5200000,2
4889,Mahadevpura,1250,2.0,5200000,2
4890,Mahadevpura,1260,2.0,5760000,2
4891,Mahadevpura,730,1.0,3500000,1
4892,Mahadevpura,1434,2.0,6739000,3
4893,Mahadevpura,1146,2.0,5380000,2
4894,Mahadevpura,1532,2.0,6200000,2
4895,Mahadevpura,1620,2.0,7600000,3
4896,Mahadevpura,1136,2.0,6450000,2
4897,Mahadevpura,1400,2.0,6580000,3
4898,Mahadevpura,1137,2.0,5340000,2
4899,Mahadevpura,1601,3.0,9500000,3
4900,Mahadevpura,1450,3.0,7500000,3
4901,Mahadevpura,1152,2.0,5400000,2
4902,Mahadevpura,1212,2.0,5690000,2
4904,Mahadevpura,1505,3.0,7800000,3
4905,Mahadevpura,1500,2.0,7000000,3
4906,Mahadevpura,1236,2.0,5800000,2
4907,Mahadevpura,1236,2.0,5800000,2
4908,Mahadevpura,1120,2.0,5300000,2
4909,Mahalakshmi Layout,1575,5.0,15800000,4
4910,Mahalakshmi Layout,1105,2.0,8000000,2
4911,Mahalakshmi Layout,1200,3.0,16000000,4
4912,Mahalakshmi Layout,1200,2.0,11000000,3
4913,Mahalakshmi Layout,1876,3.0,15000000,3
4914,Mallasandra,1665,3.0,9500000,3
4915,Mallasandra,1665,3.0,8658000,3
4916,Mallasandra,1340,2.0,6100000,2
4917,Mallasandra,1325,2.0,7000000,2
4918,Mallasandra,1665,3.0,8691000,3
4919,Mallasandra,1325,2.0,7000000,2
4920,Mallasandra,905,2.0,4000000,2
4921,Mallasandra,1325,2.0,6500000,2
4922,Mallasandra,1325,2.0,7300000,2
4923,Mallasandra,1565,2.0,6900000,2
4924,Mallasandra,905,2.0,3500000,2
4926,Mallasandra,1100,2.0,7630000,3
4927,Malleshpalya,1140,2.0,4650000,2
4928,Malleshpalya,1225,2.0,4686000,2
4930,Malleshpalya,1052,2.0,5000000,2
4931,Malleshpalya,1405,2.0,7700000,3
4932,Malleshpalya,1065,2.0,5000000,2
4933,Malleshpalya,1210,2.0,5500000,2
4935,Malleshpalya,1060,2.0,4000000,2
4936,Malleshpalya,1430,2.0,6950000,3
4937,Malleshpalya,1421,2.0,9000000,2
4938,Malleshpalya,1245,2.0,5500000,2
4939,Malleshpalya,1200,2.0,4600000,2
4940,Malleshpalya,1225,2.0,5200000,2
4941,Malleshwaram,705,1.0,6700000,1
4942,Malleshwaram,2500,5.0,32500000,4
4943,Malleshwaram,2006,3.0,29700000,3
4944,Malleshwaram,686,1.0,6250000,1
4945,Malleshwaram,2475,4.0,33200000,3
4946,Malleshwaram,2610,3.0,39900000,3
4947,Malleshwaram,2475,4.0,32000000,3
4948,Malleshwaram,900,2.0,9500000,2
4949,Malleshwaram,1420,2.0,15800000,2
4950,Malleshwaram,2000,3.0,25000000,3
4951,Malleshwaram,2215,3.0,27500000,3
4953,Malleshwaram,2475,4.0,30000000,3
4954,Malleshwaram,2215,2.0,29300000,3
4956,Malleshwaram,2215,4.0,31000000,3
4957,Malleshwaram,480,1.0,6000000,1
4958,Malleshwaram,1290,2.0,12000000,2
4959,Malleshwaram,2475,4.0,32600000,3
4960,Malleshwaram,2476,3.0,33700000,3
4961,Malleshwaram,900,2.0,9000000,2
4963,Malleshwaram,2050,4.0,27000000,3
4964,Malleshwaram,900,2.0,7200000,2
4965,Malleshwaram,620,1.0,8680000,1
4966,Malleshwaram,600,1.0,6800000,2
4967,Malleshwaram,2475,4.0,33700000,3
4968,Malleshwaram,2215,3.0,27500000,3
4969,Malleshwaram,2215,3.0,33000000,3
4971,Malleshwaram,1020,2.0,8000000,2
4972,Malleshwaram,600,1.0,9000000,2
4973,Malleshwaram,2200,3.0,27500000,3
4974,Malleshwaram,2475,4.0,32600000,3
4975,Malleshwaram,1500,2.0,14000000,2
4976,Malleshwaram,2475,4.0,34000000,3
4977,Malleshwaram,1400,2.0,19000000,2
4978,Malleshwaram,2475,4.0,30000000,3
4979,Malleshwaram,2400,3.0,38000000,3
4980,Malleshwaram,580,1.0,4500000,1
4981,Malleshwaram,1410,2.0,12500000,2
4984,Marathahalli,1220,2.0,5700000,2
4985,Marathahalli,1200,2.0,5200000,2
4986,Marathahalli,1200,2.0,6000000,2
4987,Marathahalli,1933,3.0,14000000,3
4988,Marathahalli,950,2.0,4696000,2
4989,Marathahalli,1230,2.0,8000000,2
4990,Marathahalli,3800,4.0,25000000,4
4991,Marathahalli,1019,2.0,4985000,2
4992,Marathahalli,1215,2.0,6700000,2
4993,Marathahalli,2181,3.0,15200000,4
4994,Marathahalli,1170,2.0,5300000,2
4995,Marathahalli,1019,2.0,4986000,2
4996,Marathahalli,1325,2.0,7155000,2
4997,Marathahalli,1220,2.0,5650000,2
4999,Marathahalli,1152,2.0,5600000,2
5000,Marathahalli,1610,3.0,9000000,3
5001,Marathahalli,1146,2.0,7000000,2
5003,Marathahalli,1469,3.0,8900000,3
5008,Marathahalli,2519,5.0,18500000,4
5010,Marathahalli,957,2.0,4690000,2
5011,Marathahalli,1583,3.0,10500000,3
5012,Marathahalli,2524,5.0,19000000,4
5016,Marathahalli,1071,2.0,5225000,2
5017,Marathahalli,1215,2.0,5886000,2
5018,Marathahalli,1102,2.0,5367000,2
5019,Marathahalli,1900,3.0,12300000,3
5020,Marathahalli,1045,2.0,6000000,2
5022,Marathahalli,1215,2.0,5886000,2
5023,Marathahalli,1365,2.0,7300000,2
5028,Marathahalli,1208,2.0,7000000,2
5029,Marathahalli,1325,1.0,9200000,2
5030,Marathahalli,1525,3.0,9000000,3
5031,Marathahalli,1937,3.0,14000000,3
5032,Marathahalli,1550,3.0,8300000,3
5033,Marathahalli,1350,2.0,8600000,2
5034,Marathahalli,957,2.0,4700000,2
5036,Marathahalli,1230,2.0,5700000,2
5037,Marathahalli,1200,2.0,5800000,2
